date,month,ID,season,hr,rep,gender,species,count,Veg,vgt
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.taeniorhynchus,252,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.taeniorhynchus,335,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.taeniorhynchus,154,SMMG,2
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.angustivitattus,1,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.angustivitattus,1,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.angustivitattus,1,SMMG,2
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B1,Aedes,Ae.fulvus,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B2,Aedes,Ae.fulvus,0,SMMG,2
1/28/2020,Enero,1,norte,13:00,B3,Aedes,Ae.fulvus,0,SMMG,2
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.taeniorhynchus,112,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.taeniorhynchus,236,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.taeniorhynchus,185,MGSM,3
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.angustivitattus,1,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.angustivitattus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.angustivitattus,4,MGSM,3
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.serratus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.serratus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.serratus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.egypti,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.egypti,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.egypti,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.scapularis,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.scapularis,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.scapularis,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B1,Aedes,Ae.fulvus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B2,Aedes,Ae.fulvus,0,MGSM,3
1/28/2020,Enero,1,norte,17:00,B3,Aedes,Ae.fulvus,0,MGSM,3
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.taeniorhynchus,88,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.taeniorhynchus,110,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.taeniorhynchus,58,SMMG,2
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.angustivitattus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.angustivitattus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.angustivitattus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.serratus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.egypti,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.scapularis,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B1,Aedes,Ae.fulvus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B2,Aedes,Ae.fulvus,0,SMMG,2
1/28/2020,Enero,1,norte,21:00,B3,Aedes,Ae.fulvus,0,SMMG,2
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.taeniorhynchus,67,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.taeniorhynchus,101,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.taeniorhynchus,44,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.angustivitattus,1,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.angustivitattus,2,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.angustivitattus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B1,Aedes,Ae.fulvus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B2,Aedes,Ae.fulvus,0,BLDSM,1
1/29/2020,Enero,1,norte,01:00,B3,Aedes,Ae.fulvus,0,BLDSM,1
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.taeniorhynchus,34,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.taeniorhynchus,44,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.taeniorhynchus,35,MGSM,3
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.angustivitattus,1,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.angustivitattus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.angustivitattus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.serratus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.serratus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.serratus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.egypti,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.egypti,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.egypti,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.scapularis,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.scapularis,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.scapularis,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B1,Aedes,Ae.fulvus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B2,Aedes,Ae.fulvus,0,MGSM,3
1/29/2020,Enero,1,norte,05:00,B3,Aedes,Ae.fulvus,0,MGSM,3
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.taeniorhynchus,129,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.taeniorhynchus,183,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.taeniorhynchus,141,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.angustivitattus,2,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.angustivitattus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.angustivitattus,2,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.serratus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.egypti,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.scapularis,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B1,Aedes,Ae.fulvus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B2,Aedes,Ae.fulvus,0,BLDSM,1
1/29/2020,Enero,1,norte,09:00,B3,Aedes,Ae.fulvus,0,BLDSM,1
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.taeniorhynchus,58,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.taeniorhynchus,65,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.taeniorhynchus,32,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B1,Aedes,Ae.fulvus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B2,Aedes,Ae.fulvus,0,SMMG,2
2/24/2020,Febrero,1,norte,13:00,B3,Aedes,Ae.fulvus,0,SMMG,2
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.taeniorhynchus,15,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.taeniorhynchus,12,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.taeniorhynchus,21,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.angustivitattus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.angustivitattus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.angustivitattus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.serratus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.serratus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.serratus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.egypti,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.egypti,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.egypti,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.scapularis,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.scapularis,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.scapularis,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B1,Aedes,Ae.fulvus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B2,Aedes,Ae.fulvus,0,MGSM,3
2/24/2020,Febrero,1,norte,17:00,B3,Aedes,Ae.fulvus,0,MGSM,3
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.taeniorhynchus,23,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.taeniorhynchus,22,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.taeniorhynchus,26,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.angustivitattus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.serratus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.egypti,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.scapularis,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B1,Aedes,Ae.fulvus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B2,Aedes,Ae.fulvus,0,SMMG,2
2/24/2020,Febrero,1,norte,21:00,B3,Aedes,Ae.fulvus,0,SMMG,2
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.taeniorhynchus,23,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.taeniorhynchus,18,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.taeniorhynchus,20,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B1,Aedes,Ae.fulvus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B2,Aedes,Ae.fulvus,0,BLDSM,1
2/25/2020,Febrero,1,norte,01:00,B3,Aedes,Ae.fulvus,0,BLDSM,1
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.taeniorhynchus,20,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.taeniorhynchus,26,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.taeniorhynchus,32,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.angustivitattus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.angustivitattus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.angustivitattus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.serratus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.serratus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.serratus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.egypti,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.egypti,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.egypti,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.scapularis,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.scapularis,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.scapularis,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B1,Aedes,Ae.fulvus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B2,Aedes,Ae.fulvus,0,MGSM,3
2/25/2020,Febrero,1,norte,05:00,B3,Aedes,Ae.fulvus,0,MGSM,3
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.taeniorhynchus,23,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.taeniorhynchus,32,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.taeniorhynchus,29,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.angustivitattus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.serratus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.egypti,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.scapularis,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B1,Aedes,Ae.fulvus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B2,Aedes,Ae.fulvus,0,BLDSM,1
2/25/2020,Febrero,1,norte,09:00,B3,Aedes,Ae.fulvus,0,BLDSM,1
3/21/2020,Marzo,2,dry,13:00,B1,Aedes,Ae.taeniorhynchus,369,SMMG,2
3/21/2020,Marzo,2,dry,13:00,B2,Aedes,Ae.taeniorhynchus,339,SMMG,2
3/21/2020,Marzo,2,dry,13:00,B3,Aedes,Ae.taeniorhynchus,225,SMMG,2
3/21/2020,Marzo,2,dry,13:00,B1,Aedes,Ae.angustivitattus,0,SMMG,2
